2014-12-18 02:47:51:0339, setup_loaddata_begin
2014-12-18 02:47:53:0759, setup_loaddata_end
2014-12-18 02:47:54:0227, setup_createactions_begin
2014-12-18 02:47:54:0617, setup_createactions_end
2014-12-18 02:48:37:0783, search_update, unix
2014-12-18 02:48:43:0399, search_update, \
2014-12-18 02:48:45:0006, search_update, 
2014-12-18 03:07:58:0577, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:58:0592, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:58:0592, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:58:0764, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:58:0779, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:58:0795, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:58:0795, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:58:0811, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:58:0826, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:58:0842, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:58:0857, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:58:0889, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:59:0637, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:59:0637, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:59:0653, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:59:0669, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:59:0669, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:59:0684, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:59:0700, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:59:0715, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:59:0715, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:59:0731, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:59:0747, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:07:59:0747, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:07:59:0762, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:07:59:0778, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:07:59:0793, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:07:59:0809, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:07:59:0809, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:07:59:0825, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:07:59:0840, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:07:59:0840, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:07:59:0856, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:07:59:0871, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:07:59:0887, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:07:59:0887, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:07:59:0903, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:07:59:0918, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:07:59:0934, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:07:59:0934, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:07:59:0949, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:07:59:0965, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:08:00:0074, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:08:00:0074, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:08:00:0090, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:08:00:0105, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:08:00:0121, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:08:00:0121, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:08:00:0137, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0152, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0168, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0168, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0183, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0183, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0199, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0215, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0215, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0230, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0230, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0246, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0261, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0277, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0277, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0293, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0324, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0339, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0355, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0355, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0371, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0386, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0386, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:00:0402, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:08:00:0417, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:08:00:0433, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:08:00:0433, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:08:00:0449, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:08:00:0464, list_pattern_mousemoved, id=3, type=0
2014-12-18 03:08:00:0480, list_pattern_mousemoved, id=3, type=0
2014-12-18 03:08:00:0480, list_pattern_mousemoved, id=3, type=0
2014-12-18 03:08:00:0495, list_pattern_mousemoved, id=3, type=0
2014-12-18 03:08:00:0511, list_pattern_mousemoved, id=3, type=0
2014-12-18 03:08:00:0527, list_pattern_mousemoved, id=3, type=0
2014-12-18 03:08:00:0527, list_pattern_mousemoved, id=3, type=0
2014-12-18 03:08:00:0542, list_pattern_mousemoved, id=3, type=0
2014-12-18 03:08:00:0558, list_pattern_mousemoved, id=3, type=0
2014-12-18 03:08:00:0573, list_pattern_mousemoved, id=3, type=0
2014-12-18 03:08:00:0573, list_pattern_mousemoved, id=3, type=0
2014-12-18 03:08:00:0573, list_pattern_mousemoved, id=3, type=0
2014-12-18 03:08:00:0589, list_pattern_mousemoved, id=3, type=0
2014-12-18 03:08:00:0605, list_pattern_mousemoved, id=3, type=0
2014-12-18 03:08:00:0620, list_pattern_mousemoved, id=3, type=0
2014-12-18 03:08:00:0620, list_pattern_mousemoved, id=3, type=0
2014-12-18 03:08:00:0636, list_pattern_mousemoved, id=3, type=0
2014-12-18 03:08:00:0651, list_pattern_mousemoved, id=3, type=0
2014-12-18 03:08:00:0651, list_pattern_mousemoved, id=4, type=0
2014-12-18 03:08:00:0667, list_pattern_mouseexited
2014-12-18 03:08:01:0478, diag_itementered, id=22115, type=1
2014-12-18 03:08:01:0509, diag_itemexited, id=22115, type=1
2014-12-18 03:08:01:0853, diag_itementered, id=22115, type=1
2014-12-18 03:08:02:0399, edge_create, Tuple[0,1,0.14559391124590615,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0399, answer_create, 22132
2014-12-18 03:08:02:0399, edge_create, Tuple[1,2,0.17294535791453314,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0399, answer_create, 22133
2014-12-18 03:08:02:0414, edge_create, Tuple[1,3,0.9942829936174965,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0414, answer_create, 22142
2014-12-18 03:08:02:0414, edge_create, Tuple[1,4,0.48160146019125105,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0414, answer_create, 22163
2014-12-18 03:08:02:0414, edge_create, Tuple[1,5,0.3518098184989914,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0414, answer_create, 245381
2014-12-18 03:08:02:0414, edge_create, Tuple[1,6,0.6642284978600704,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0414, answer_create, 280105
2014-12-18 03:08:02:0414, edge_create, Tuple[1,7,0.8555713706985648,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0414, answer_create, 412989
2014-12-18 03:08:02:0414, edge_create, Tuple[1,8,0.9407442066513485,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0414, answer_create, 1590630
2014-12-18 03:08:02:0414, edge_create, Tuple[1,9,0.9078852499561985,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0414, answer_create, 12151715
2014-12-18 03:08:02:0414, edge_create, Tuple[1,10,0.43458997192571214,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0414, edge_create, Tuple[0,11,0.1905229438266276,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0414, edge_create, Tuple[11,12,0.8002336003668992,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0432, edge_create, Tuple[11,13,0.590769355519124,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0432, edge_create, Tuple[11,14,0.41211110488984926,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0447, edge_create, Tuple[11,15,0.9556710962701206,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0447, edge_create, Tuple[11,16,0.020448843232517944,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0463, edge_create, Tuple[11,17,0.17613143762004546,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0463, edge_create, Tuple[11,18,0.29180111744283377,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0479, edge_create, Tuple[11,19,0.63238985273015,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0479, edge_create, Tuple[11,20,0.7837351703729601,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0494, edge_create, Tuple[11,21,0.7347295605903983,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0494, edge_create, Tuple[11,22,0.5454925832098954,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0510, edge_create, Tuple[11,23,0.2861491364128558,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0510, edge_create, Tuple[11,24,0.5968862862750747,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0525, edge_create, Tuple[11,25,0.4360052472409447,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:02:0541, discussion_open, 22115
2014-12-18 03:08:02:0541, diag_itemclicked, id=22115, type=1
2014-12-18 03:08:02:0728, diag_itemexited, id=22115, type=1
2014-12-18 03:08:03:0368, diag_detail_itementered, id=0.43458997192571214, type=4
2014-12-18 03:08:03:0383, diag_detail_itemexited, id=0.43458997192571214, type=4
2014-12-18 03:08:04:0070, diag_detail_itementered, id=22115, type=1
2014-12-18 03:08:04:0366, diag_detail_itemexited, id=22115, type=1
2014-12-18 03:08:04:0475, diag_detail_itementered, id=0.4360052472409447, type=1
2014-12-18 03:08:04:0491, diag_detail_itemexited, id=0.4360052472409447, type=1
2014-12-18 03:08:04:0569, diag_detail_itementered, id=0.5968862862750747, type=1
2014-12-18 03:08:04:0585, diag_detail_itemexited, id=0.5968862862750747, type=1
2014-12-18 03:08:04:0678, diag_detail_itementered, id=0.5968862862750747, type=1
2014-12-18 03:08:04:0709, diag_detail_itemexited, id=0.5968862862750747, type=1
2014-12-18 03:08:04:0787, diag_detail_itementered, id=62490, type=1
2014-12-18 03:08:04:0881, diag_detail_itemexited, id=62490, type=1
2014-12-18 03:08:05:0489, diag_detail_itementered, id=62490, type=1
2014-12-18 03:08:06:0269, diag_detail_itemexited, id=62490, type=1
2014-12-18 03:08:06:0379, diag_detail_itementered, id=0.5454925832098954, type=1
2014-12-18 03:08:06:0441, diag_detail_itemexited, id=0.5454925832098954, type=1
2014-12-18 03:08:06:0581, diag_detail_itementered, id=50524, type=1
2014-12-18 03:08:06:0628, diag_detail_itemexited, id=50524, type=1
2014-12-18 03:08:09:0670, diag_detail_itementered, id=42990, type=1
2014-12-18 03:08:09:0686, diag_detail_itemexited, id=42990, type=1
2014-12-18 03:08:09:0748, diag_detail_itementered, id=0.29180111744283377, type=1
2014-12-18 03:08:09:0764, diag_detail_itemexited, id=0.29180111744283377, type=1
2014-12-18 03:08:09:0982, diag_detail_itementered, id=0.17613143762004546, type=1
2014-12-18 03:08:09:0998, diag_detail_itemexited, id=0.17613143762004546, type=1
2014-12-18 03:08:10:0107, diag_detail_itementered, id=0.17613143762004546, type=1
2014-12-18 03:08:10:0123, diag_detail_itemexited, id=0.17613143762004546, type=1
2014-12-18 03:08:10:0185, diag_detail_itementered, id=41107, type=1
2014-12-18 03:08:10:0372, diag_detail_itemexited, id=41107, type=1
2014-12-18 03:08:10:0372, diag_detail_itementered, id=0.17613143762004546, type=1
2014-12-18 03:08:10:0404, diag_detail_itemexited, id=0.17613143762004546, type=1
2014-12-18 03:08:10:0591, diag_detail_itementered, id=22115, type=1
2014-12-18 03:08:10:0606, diag_detail_itemexited, id=22115, type=1
2014-12-18 03:08:10:0622, diag_detail_itementered, id=0.14559391124590615, type=4
2014-12-18 03:08:10:0653, diag_detail_itemexited, id=0.14559391124590615, type=4
2014-12-18 03:08:11:0964, diag_detail_itementered, id=0.14559391124590615, type=4
2014-12-18 03:08:12:0198, diag_detail_itemexited, id=0.14559391124590615, type=4
2014-12-18 03:08:12:0213, diag_detail_itementered, id=0.14559391124590615, type=4
2014-12-18 03:08:12:0244, diag_detail_itemexited, id=0.14559391124590615, type=4
2014-12-18 03:08:12:0494, diag_detail_itementered, id=22115, type=1
2014-12-18 03:08:12:0525, diag_detail_itemexited, id=22115, type=1
2014-12-18 03:08:12:0541, diag_detail_itementered, id=0.1905229438266276, type=1
2014-12-18 03:08:12:0634, diag_detail_itemexited, id=0.1905229438266276, type=1
2014-12-18 03:08:12:0650, diag_detail_itementered, id=22115, type=1
2014-12-18 03:08:13:0586, diag_detail_itemexited, id=22115, type=1
2014-12-18 03:08:13:0695, diag_detail_itementered, id=2014465987, type=3
2014-12-18 03:08:13:0726, diag_detail_itemexited, id=2014465987, type=3
2014-12-18 03:08:13:0742, diag_detail_itementered, id=0.7837351703729601, type=1
2014-12-18 03:08:13:0773, diag_detail_itemexited, id=0.7837351703729601, type=1
2014-12-18 03:08:14:0460, diag_detail_itementered, id=0.63238985273015, type=1
2014-12-18 03:08:15:0489, diag_detail_itemexited, id=0.63238985273015, type=1
2014-12-18 03:08:15:0505, diag_detail_itementered, id=0.7837351703729601, type=1
2014-12-18 03:08:15:0536, diag_detail_itemexited, id=0.7837351703729601, type=1
2014-12-18 03:08:15:0583, diag_detail_itementered, id=0.2861491364128558, type=1
2014-12-18 03:08:15:0598, diag_detail_itemexited, id=0.2861491364128558, type=1
2014-12-18 03:08:21:0105, diag_detail_itementered, id=59787, type=1
2014-12-18 03:08:21:0136, diag_detail_itemexited, id=59787, type=1
2014-12-18 03:08:21:0199, diag_detail_itementered, id=37628, type=1
2014-12-18 03:08:21:0230, diag_detail_itemexited, id=37628, type=1
2014-12-18 03:08:21:0261, list_mouseentered, type=detailRelatedList, item=62490
2014-12-18 03:08:21:0324, list_mouseexited, type=detailRelatedList
2014-12-18 03:08:24:0771, pattern_change_open
2014-12-18 03:08:24:0787, list_mouseentered, type=detailRelatedList, item=56843
2014-12-18 03:08:25:0349, list_mouseexited, type=detailRelatedList
2014-12-18 03:08:25:0598, diag_detail_itementered, id=0.41211110488984926, type=1
2014-12-18 03:08:25:0629, diag_detail_itemexited, id=0.41211110488984926, type=1
2014-12-18 03:08:25:0676, diag_detail_itementered, id=2014465987, type=3
2014-12-18 03:08:25:0739, diag_detail_itemexited, id=2014465987, type=3
2014-12-18 03:08:25:0754, diag_detail_itementered, id=0.7837351703729601, type=1
2014-12-18 03:08:26:0051, diag_detail_itemexited, id=0.7837351703729601, type=1
2014-12-18 03:08:26:0066, diag_detail_itementered, id=0.7347295605903983, type=1
2014-12-18 03:08:26:0082, diag_detail_itemexited, id=0.7347295605903983, type=1
2014-12-18 03:08:26:0082, diag_detail_itementered, id=2014465987, type=3
2014-12-18 03:08:26:0113, diag_detail_itemexited, id=2014465987, type=3
2014-12-18 03:08:26:0129, diag_detail_itementered, id=0.2861491364128558, type=1
2014-12-18 03:08:26:0160, diag_detail_itemexited, id=0.2861491364128558, type=1
2014-12-18 03:08:27:0533, diag_detail_itementered, id=59787, type=1
2014-12-18 03:08:28:0094, diag_detail_itemexited, id=59787, type=1
2014-12-18 03:08:28:0281, diag_detail_itementered, id=0.7347295605903983, type=1
2014-12-18 03:08:28:0359, diag_detail_itemexited, id=0.7347295605903983, type=1
2014-12-18 03:08:28:0983, diag_detail_itementered, id=0.7347295605903983, type=1
2014-12-18 03:08:29:0015, diag_detail_itemexited, id=0.7347295605903983, type=1
2014-12-18 03:08:34:0771, list_pattern_mouseentered, id=3, type=0
2014-12-18 03:08:34:0771, list_pattern_mousemoved, id=3, type=0
2014-12-18 03:08:34:0787, list_pattern_mousemoved, id=3, type=0
2014-12-18 03:08:34:0802, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:08:34:0818, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:08:34:0818, list_pattern_mousemoved, id=2, type=0
2014-12-18 03:08:34:0833, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:34:0849, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:34:0865, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:34:0865, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:34:0880, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:34:0896, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:34:0896, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:34:0911, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:34:0911, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:34:0927, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:34:0943, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:34:0943, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:34:0958, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:34:0974, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:34:0989, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:34:0989, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:35:0005, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:35:0021, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:35:0036, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:35:0036, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:35:0052, list_pattern_mousemoved, id=1, type=0
2014-12-18 03:08:35:0067, list_pattern_mouseexited
2014-12-18 03:08:38:0858, list_mouseentered, id=22115, type=1
2014-12-18 03:08:38:0858, list_mousemoved, id=22115, type=1
2014-12-18 03:08:38:0874, list_mousemoved, id=22115, type=1
2014-12-18 03:08:38:0874, list_mousemoved, id=22115, type=1
2014-12-18 03:08:38:0889, list_mousemoved, id=22115, type=1
2014-12-18 03:08:38:0905, list_mousemoved, id=22115, type=1
2014-12-18 03:08:38:0905, list_mouseexited
2014-12-18 03:08:39:0014, diag_itementered, id=22115, type=1
2014-12-18 03:08:39:0030, diag_itemexited, id=22115, type=1
2014-12-18 03:08:39:0248, diag_itementered, id=22115, type=1
2014-12-18 03:08:39:0279, diag_itemexited, id=22115, type=1
2014-12-18 03:08:39:0404, diag_itementered, id=22115, type=1
2014-12-18 03:08:40:0793, diag_itemexited, id=22115, type=1
2014-12-18 03:08:45:0410, diag_itementered, id=22115, type=1
2014-12-18 03:08:45:0988, edge_create, Tuple[0,1,0.18900130622667177,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:45:0988, answer_create, 22132
2014-12-18 03:08:45:0988, edge_create, Tuple[1,2,0.7346956841960691,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:45:0988, answer_create, 22133
2014-12-18 03:08:45:0988, edge_create, Tuple[1,3,0.6809357591296189,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:45:0988, answer_create, 22142
2014-12-18 03:08:45:0988, edge_create, Tuple[1,4,0.029344580715170765,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:45:0988, answer_create, 22163
2014-12-18 03:08:45:0988, edge_create, Tuple[1,5,0.5309459071114211,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:45:0988, answer_create, 245381
2014-12-18 03:08:45:0988, edge_create, Tuple[1,6,0.8398388267515363,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:45:0988, answer_create, 280105
2014-12-18 03:08:46:0003, edge_create, Tuple[1,7,0.7676721825524213,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:46:0003, answer_create, 412989
2014-12-18 03:08:46:0003, edge_create, Tuple[1,8,0.24473613928961369,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:46:0003, answer_create, 1590630
2014-12-18 03:08:46:0003, edge_create, Tuple[1,9,0.11297457818495449,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:46:0003, answer_create, 12151715
2014-12-18 03:08:46:0003, edge_create, Tuple[1,10,0.8994339760453433,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:46:0003, edge_create, Tuple[0,11,0.9232702975044,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:46:0003, edge_create, Tuple[11,12,0.4570936699550494,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:46:0003, edge_create, Tuple[11,13,0.31774808333105675,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:46:0021, edge_create, Tuple[11,14,0.6093211461697362,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:46:0021, edge_create, Tuple[11,15,0.30165628230144625,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:46:0036, edge_create, Tuple[11,16,0.09230209457595595,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:46:0036, edge_create, Tuple[11,17,0.6688790629608496,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:46:0052, edge_create, Tuple[11,18,0.08938919800602496,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:46:0052, edge_create, Tuple[11,19,0.7937023002723401,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:46:0068, edge_create, Tuple[11,20,0.4180834989372122,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:46:0068, edge_create, Tuple[11,21,0.676130174009086,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:46:0083, edge_create, Tuple[11,22,0.023601694210588886,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:46:0083, edge_create, Tuple[11,23,0.3830716974730405,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:46:0099, edge_create, Tuple[11,24,0.559068950040392,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:46:0099, edge_create, Tuple[11,25,0.18952385396076243,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:46:0114, discussion_open, 22115
2014-12-18 03:08:46:0114, diag_itemclicked, id=22115, type=1
2014-12-18 03:08:46:0536, diag_itemexited, id=22115, type=1
2014-12-18 03:08:47:0659, diag_detail_itementered, id=22115, type=1
2014-12-18 03:08:47:0674, diag_detail_itemexited, id=22115, type=1
2014-12-18 03:08:47:0862, list_mouseentered, type=detailRelatedList, item=32897
2014-12-18 03:08:48:0954, list_mouseexited, type=detailRelatedList
2014-12-18 03:08:50:0295, list_mouseentered, type=detailRelatedList, item=41107
2014-12-18 03:08:50:0826, list_mouseexited, type=detailRelatedList
2014-12-18 03:08:58:0423, edge_create, Tuple[167,500,0.050732867710466256,2,1.0,1418075694546,1418075694546]
2014-12-18 03:08:58:0875, pattern_change_open
2014-12-18 03:08:58:0891, edge_create, Tuple[0,1,0.6455130993871405,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0891, answer_create, 22132
2014-12-18 03:08:58:0907, edge_create, Tuple[1,2,0.8030014861422278,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0907, answer_create, 22133
2014-12-18 03:08:58:0907, edge_create, Tuple[1,3,0.6176198065926098,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0907, answer_create, 22142
2014-12-18 03:08:58:0907, edge_create, Tuple[1,4,0.160727653413114,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0907, answer_create, 22163
2014-12-18 03:08:58:0907, edge_create, Tuple[1,5,0.23562796304906675,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0907, answer_create, 245381
2014-12-18 03:08:58:0907, edge_create, Tuple[1,6,0.5237840861303454,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0907, answer_create, 280105
2014-12-18 03:08:58:0907, edge_create, Tuple[1,7,0.03806603439923284,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0907, answer_create, 412989
2014-12-18 03:08:58:0907, edge_create, Tuple[1,8,0.0010128235725793688,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0907, answer_create, 1590630
2014-12-18 03:08:58:0907, edge_create, Tuple[1,9,0.3936128233907289,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0907, answer_create, 12151715
2014-12-18 03:08:58:0907, edge_create, Tuple[1,10,0.33712611488272326,4,0.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0907, edge_create, Tuple[0,11,0.18263215368510155,2,1.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0907, pattern_create, 1
2014-12-18 03:08:58:0907, edge_create, Tuple[11,12,0.6777508318099491,2,1.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0922, edge_create, Tuple[0,13,0.4742041275024337,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0922, edge_create, Tuple[13,14,0.42583009625775037,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0922, edge_create, Tuple[13,15,0.514284667239479,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0939, edge_create, Tuple[13,16,0.8489417888865288,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0940, edge_create, Tuple[13,17,0.25102974578129866,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0955, edge_create, Tuple[13,18,0.32430059103772857,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0955, edge_create, Tuple[13,19,0.13046562288883956,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0955, edge_create, Tuple[13,20,0.6494432719677992,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0971, edge_create, Tuple[13,21,0.28179837042311817,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0971, edge_create, Tuple[13,22,0.8356450113318907,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0987, edge_create, Tuple[13,23,0.02458746194750283,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:58:0987, edge_create, Tuple[13,24,0.26239145462049174,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:59:0002, edge_create, Tuple[13,25,0.9332340477398968,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:59:0018, edge_create, Tuple[13,26,0.1697762897397811,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:59:0018, edge_create, Tuple[13,27,0.31685873883058024,1,0.0,1418932071870,1418932071870]
2014-12-18 03:08:59:0033, discussion_open, 22115
